ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1807,18.479459,77.385717,8.8,-37.3,6.45,1.38,Negativno,Ne
1808,18.460189,77.389391,2.4,-56.0,7.58,3.42,Negativno,Ne
1809,18.46843,77.376924,0.5,-40.6,6.89,2.73,Negativno,Da
1810,18.472733,77.391896,7.1,-18.1,7.44,4.23,Negativno,Ne
1811,18.495983,77.404118,14.1,-40.5,6.39,5.49,Negativno,Ne
1812,18.498927,77.406217,9.9,-47.6,6.18,4.38,Pozitivno,Ne
1813,18.471943,77.411303,4.2,-63.5,6.41,2.83,Negativno,Ne
1814,18.480563,77.377699,10.6,-66.0,7.29,4.83,Negativno,Ne
1815,18.479987,77.390567,9.4,-74.3,6.96,3.15,Negativno,Ne
1816,18.489829,77.397345,13.9,-37.0,6.76,1.49,Negativno,Ne
1817,18.462441,77.387964,12.3,-41.2,7.18,1.9,Negativno,Ne
1818,18.480229,77.398316,9.3,-47.5,7.11,4.63,Negativno,Da
1819,18.47537,77.381584,8.6,-51.5,6.81,5.82,Negativno,Ne
1820,18.473021,77.381418,9.3,-42.3,6.64,3.56,Negativno,Ne
1821,18.476561,77.373539,1.9,-61.8,6.44,2.75,Negativno,Ne
1822,18.482643,77.421019,9.9,-53.7,6.84,0.33,Negativno,Ne
1823,18.4887,77.398713,8.8,-39.0,7.37,5.49,Negativno,Ne
1824,18.478499,77.391624,8.8,-33.9,7.9,4.57,Negativno,Ne
1825,18.471228,77.385101,13.6,-54.1,6.23,2.49,Negativno,Ne
1826,18.486099,77.39111,14.4,-82.6,6.29,4.18,Negativno,Da
1827,18.499222,77.39825,0.6,-33.0,7.33,2.78,Negativno,Ne
1828,18.479025,77.390437,4.2,-66.2,8.01,1.31,Pozitivno,Ne
1829,18.473777,77.373303,2.5,-69.1,6.21,4.38,Negativno,Ne
1830,18.48392,77.388594,1.7,-50.6,6.88,5.82,Negativno,Ne
1831,18.468823,77.393615,5.8,-38.7,6.57,1.38,Negativno,Ne
1832,18.462642,77.39156,5.9,-67.3,6.78,5.96,Negativno,Ne
1833,18.492367,77.388815,5.2,-52.6,7.13,1.78,Negativno,Ne
1834,18.497402,77.403234,2.3,-63.6,7.0,1.76,Negativno,Ne
1835,18.47202,77.408019,8.8,-54.2,6.73,3.37,Negativno,Ne
1836,18.471718,77.380509,4.0,-50.3,7.55,3.61,Negativno,Ne
1837,18.492184,77.382104,11.9,-50.0,7.07,1.02,Negativno,Ne
1838,18.468887,77.380429,3.6,-53.3,7.95,0.98,Negativno,Ne
1839,18.462482,77.40137,3.6,-53.5,6.74,2.76,Negativno,Ne
1840,18.477807,77.384095,2.8,-56.9,6.49,4.36,Negativno,Ne
1841,18.485451,77.386283,11.2,-54.1,7.22,2.9,Negativno,Ne
1842,18.472784,77.376259,8.3,-85.2,7.12,3.88,Negativno,Ne
1843,18.499034,77.37145,10.9,-52.9,7.12,3.07,Negativno,Ne
1844,18.482553,77.397633,12.3,-39.0,7.01,2.28,Negativno,Ne
1845,18.491178,77.394944,4.1,-14.6,6.82,0.26,Negativno,Ne
1846,18.483146,77.373444,14.3,-50.7,6.34,0.26,Negativno,Ne
1847,18.484594,77.380764,6.9,-30.0,7.06,1.55,Negativno,Ne
1848,18.479306,77.39052,10.6,-38.1,6.1,2.91,Negativno,Ne
1849,18.483909,77.380554,10.5,-40.4,6.98,4.72,Negativno,Ne
1850,18.468757,77.387359,1.5,-48.6,7.38,1.89,Negativno,Ne
1851,18.467558,77.378985,7.7,-70.7,7.17,3.16,Negativno,Ne
1852,18.486398,77.373351,2.6,-74.9,6.39,5.01,Negativno,Ne
1853,18.476782,77.408775,9.7,-64.5,6.98,3.73,Negativno,Ne
1854,18.489533,77.390201,9.2,-42.5,6.23,4.61,Negativno,Ne
1855,18.484113,77.388176,10.4,-48.9,7.33,3.45,Pozitivno,Ne
1856,18.465454,77.384495,6.0,-46.8,6.85,3.89,Negativno,Ne
1857,18.473848,77.395021,13.6,-46.8,6.72,4.19,Pozitivno,Ne
1858,18.470354,77.362668,12.4,-39.2,6.26,0.11,Negativno,Ne
1859,18.494892,77.392283,9.7,-30.5,7.96,4.16,Negativno,Ne
1860,18.467265,77.368955,5.9,-50.4,7.2,5.78,Negativno,Ne
1861,18.468882,77.411629,9.7,-7.6,7.9,4.23,Negativno,Ne
1862,18.489248,77.380672,14.4,-33.3,6.55,1.79,Negativno,Ne
1863,18.490377,77.369325,13.4,-49.5,6.73,2.16,Negativno,Ne
1864,18.476847,77.384535,10.4,-68.7,5.9,3.92,Negativno,Da
1865,18.488236,77.392813,13.2,-56.4,6.1,0.5,Negativno,Da
1866,18.4754,77.385329,9.2,-60.7,5.9,4.6,Negativno,Ne
1867,18.489165,77.373983,12.3,-43.6,6.69,1.54,Negativno,Ne
1868,18.470193,77.380382,12.4,-17.4,6.66,4.6,Negativno,Ne
1869,18.454133,77.39405,5.5,-60.5,7.25,4.33,Negativno,Ne
1870,18.459966,77.39255,14.4,-35.4,7.34,1.17,Negativno,Ne
1871,18.485357,77.375881,12.6,-68.4,7.6,1.18,Negativno,Ne
1872,18.475088,77.400659,1.0,-57.2,6.35,0.7,Negativno,Ne
1873,18.47142,77.371852,10.9,-31.4,5.99,2.27,Negativno,Ne
1874,18.460103,77.394712,13.3,-21.3,6.31,3.47,Negativno,Ne
1875,18.472579,77.374689,10.7,-40.1,6.77,4.13,Negativno,Ne
1876,18.489221,77.404744,1.9,-35.8,6.87,1.82,Negativno,Ne
1877,18.483887,77.411465,4.5,-40.0,6.68,2.84,Negativno,Ne
1878,18.493865,77.37626,14.2,-51.9,6.85,0.18,Negativno,Ne
1879,18.471389,77.408836,5.7,-34.8,7.16,5.97,Negativno,Ne
1880,18.491365,77.392735,13.0,-61.1,7.01,3.07,Negativno,Ne
1881,18.493786,77.401146,7.0,-75.2,7.49,1.61,Negativno,Ne
1882,18.49032,77.399371,10.6,-21.7,7.26,5.47,Negativno,Ne
1883,18.492563,77.402105,8.2,-43.1,8.21,4.48,Negativno,Ne
1884,18.480163,77.398653,0.6,-48.1,7.23,4.75,Negativno,Ne
1885,18.489032,77.372871,4.3,-51.4,6.88,3.88,Negativno,Ne
1886,18.485529,77.380015,8.4,-44.6,7.64,4.48,Negativno,Ne
1887,18.493001,77.385738,6.6,-31.9,6.45,0.46,Negativno,Ne
1888,18.479103,77.394309,2.0,-55.1,7.06,0.6,Negativno,Ne
1889,18.47072,77.39476,14.6,-51.8,6.99,2.96,Negativno,Ne
1890,18.474784,77.387604,3.7,-46.1,7.5,4.59,Negativno,Ne
1891,18.479174,77.381394,8.0,-55.1,7.67,2.61,Negativno,Da
1892,18.479535,77.381573,9.2,-40.4,7.24,0.21,Negativno,Ne
1893,18.481844,77.372818,12.5,-49.8,6.86,1.29,Negativno,Ne
1894,18.467968,77.375521,2.7,-58.9,6.22,2.8,Negativno,Ne
1895,18.479269,77.397159,11.9,-46.9,6.51,1.2,Pozitivno,Ne
1896,18.489262,77.379632,8.8,-71.9,6.61,4.12,Negativno,Ne
1897,18.4758,77.397657,0.1,-49.0,7.44,1.76,Negativno,Ne
1898,18.476703,77.393879,10.3,-59.5,7.87,3.44,Negativno,Da
1899,18.457031,77.382925,2.8,-16.1,7.39,5.76,Negativno,Ne
1900,18.488733,77.392789,9.9,-64.6,7.37,5.53,Negativno,Ne
1901,18.485267,77.382254,9.8,-58.3,7.2,0.55,Negativno,Ne
1902,18.494152,77.400365,8.0,-62.0,6.62,5.86,Negativno,Ne
1903,18.479121,77.388312,14.2,-50.2,8.16,1.8,Negativno,Ne
1904,18.49219,77.394621,4.1,-31.2,7.53,1.26,Negativno,Ne
1905,18.466515,77.392241,5.4,-60.1,7.99,3.16,Negativno,Ne
1906,18.478187,77.392324,10.4,-49.0,7.07,2.47,Negativno,Ne
1907,18.475195,77.379609,4.2,-53.2,6.53,0.48,Negativno,Ne
1908,18.486294,77.393167,10.4,-21.5,6.88,0.99,Negativno,Ne
1909,18.474958,77.384639,8.9,-37.2,6.93,5.62,Negativno,Ne
1910,18.481721,77.390946,2.0,-34.0,6.96,2.64,Negativno,Ne
1911,18.495846,77.368301,6.8,-78.3,7.26,4.64,Negativno,Ne
1912,18.482769,77.389053,13.4,-46.5,7.1,4.57,Negativno,Ne
1913,18.477061,77.395893,13.3,-43.8,8.15,0.77,Negativno,Ne
1914,18.458452,77.378081,13.7,-44.4,6.98,4.88,Negativno,Ne
1915,18.464538,77.408226,2.7,-77.5,6.48,5.98,Negativno,Ne
1916,18.460489,77.384724,11.2,-54.9,6.75,2.83,Negativno,Ne
1917,18.48923,77.395064,9.6,-20.5,6.82,3.45,Negativno,Ne
1918,18.473968,77.392782,0.8,-43.2,5.8,0.1,Negativno,Ne
1919,18.478211,77.394532,1.7,-59.6,7.43,1.66,Negativno,Ne
1920,18.477951,77.394288,3.9,-32.5,7.42,5.36,Negativno,Ne
1921,18.48411,77.385916,7.4,-38.6,7.35,0.17,Negativno,Ne
1922,18.487539,77.416353,6.1,-61.1,6.89,5.42,Negativno,Ne
1923,18.477001,77.381282,2.1,-41.8,6.43,1.08,Negativno,Ne
1924,18.478012,77.37596,1.0,-44.6,7.49,5.52,Negativno,Ne
1925,18.468023,77.382299,5.1,-32.3,8.23,1.2,Negativno,Ne
1926,18.474629,77.390223,10.7,-14.6,7.29,8.975562950542294,Pozitivno,Da
1927,18.484906,77.401314,6.4,-34.6,6.7,2.09,Negativno,Ne
1928,18.490595,77.397428,10.2,-70.4,7.02,4.62,Negativno,Ne
1929,18.486714,77.412735,6.9,-38.9,7.2,4.21,Negativno,Ne
1930,18.471204,77.390356,10.5,-38.3,6.53,2.43,Negativno,Ne
1931,18.487195,77.397074,13.7,-31.1,7.0,1.69,Negativno,Ne
1932,18.469354,77.391638,8.7,-36.7,7.19,5.32,Negativno,Ne
1933,18.470273,77.394539,2.4,-34.2,7.06,0.97,Negativno,Ne
1934,18.494305,77.387461,1.4,-58.2,6.97,0.42,Negativno,Ne
1935,18.474971,77.400117,10.7,-59.2,7.53,1.81,Negativno,Ne
1936,18.482266,77.398919,9.1,-68.8,6.46,1.19,Pozitivno,Ne
1937,18.474403,77.405339,11.4,-26.9,6.88,3.63,Negativno,Ne
1938,18.472976,77.373167,14.0,-44.5,7.43,3.17,Negativno,Ne
1939,18.483755,77.389105,14.3,-35.9,7.4,5.47,Negativno,Ne
1940,18.481113,77.399102,3.1,-52.1,7.18,0.37,Negativno,Ne
1941,18.466109,77.391174,10.9,-64.7,7.45,1.48,Negativno,Ne
1942,18.476197,77.404493,0.2,-36.4,6.54,3.71,Negativno,Ne
1943,18.473321,77.392074,12.6,-56.3,7.48,4.32,Negativno,Ne
1944,18.478469,77.381961,11.7,-22.6,7.44,3.2,Negativno,Ne
1945,18.495145,77.385736,5.0,-67.0,7.11,5.54,Negativno,Ne
1946,18.488997,77.400674,9.7,-43.4,6.31,3.61,Negativno,Ne
1947,18.491102,77.391781,5.3,-58.1,7.05,1.35,Negativno,Ne
1948,18.470345,77.388811,14.8,-48.3,7.46,4.34,Negativno,Ne
1949,18.490073,77.380348,13.9,-43.1,7.17,3.67,Negativno,Ne
1950,18.476394,77.399366,3.3,-69.1,6.94,1.5,Pozitivno,Ne
1951,18.468298,77.385702,7.2,-21.2,6.28,1.64,Negativno,Ne
1952,18.498198,77.395586,12.5,-48.6,6.6,5.37,Negativno,Ne
1953,18.4709,77.383341,5.0,-70.5,7.53,5.91,Negativno,Ne
1954,18.492852,77.376211,14.0,-56.2,6.82,1.27,Negativno,Ne
1955,18.484928,77.386114,0.6,-48.1,6.97,5.9,Negativno,Ne
1956,18.466673,77.390217,4.4,-77.4,6.05,0.35,Negativno,Ne
1957,18.488903,77.38971,2.7,-40.2,6.53,4.49,Negativno,Ne
1958,18.493091,77.401735,2.4,-62.9,6.67,0.51,Negativno,Ne
1959,18.48794,77.378566,8.7,-46.2,7.17,1.33,Pozitivno,Ne
1960,18.486678,77.374009,12.4,-53.6,6.51,3.36,Negativno,Ne
1961,18.477945,77.393186,1.1,-47.4,6.56,5.99,Negativno,Ne
1962,18.470518,77.390863,11.2,-37.5,6.32,2.83,Negativno,Ne
1963,18.470547,77.397533,2.4,-19.7,6.66,4.67,Negativno,Ne
1964,18.479139,77.399133,4.4,-48.5,5.93,1.83,Negativno,Ne
1965,18.493377,77.383153,0.3,-58.9,7.23,1.17,Negativno,Ne
1966,18.47321,77.398012,11.9,-36.6,7.98,4.35,Negativno,Da
1967,18.475873,77.396841,4.7,-53.5,6.66,5.9,Negativno,Ne
1968,18.4796,77.409778,5.9,-57.3,7.28,5.39,Negativno,Ne
1969,18.484337,77.389602,4.4,-27.2,7.53,5.91,Negativno,Ne
1970,18.479023,77.397284,4.0,-61.0,7.54,1.65,Negativno,Ne
1971,18.491064,77.388453,3.0,-28.5,6.68,4.47,Pozitivno,Ne
1972,18.457088,77.376626,1.9,-33.7,7.52,2.31,Negativno,Ne
1973,18.463879,77.385184,13.2,-49.2,6.07,1.4,Negativno,Ne
1974,18.479177,77.39068,10.6,-42.9,6.62,5.38,Negativno,Ne
1975,18.463822,77.381735,12.5,-27.6,7.26,0.31,Negativno,Ne
1976,18.493134,77.393057,7.5,-81.1,7.58,4.59,Negativno,Ne
1977,18.481379,77.37407,7.5,-39.0,7.32,4.09,Negativno,Ne
1978,18.485449,77.390052,12.6,-73.6,6.62,1.86,Negativno,Ne
1979,18.470091,77.399172,13.3,-43.6,7.08,4.4,Negativno,Ne
1980,18.471301,77.405159,14.4,-57.5,7.17,2.85,Negativno,Ne
1981,18.475534,77.392156,12.0,-13.4,7.3,6.425562950542293,Pozitivno,Da
1982,18.479028,77.393265,5.2,-67.5,6.35,0.33,Negativno,Ne
1983,18.47027,77.374797,7.3,-58.8,7.01,0.47,Negativno,Ne
1984,18.463697,77.392612,3.6,-77.9,7.01,1.17,Negativno,Ne
1985,18.47849,77.390219,14.7,-88.0,7.62,3.22,Negativno,Ne
1986,18.476108,77.388089,0.5,-71.2,5.96,3.46,Negativno,Ne
1987,18.486957,77.394892,9.6,-53.1,7.35,3.43,Negativno,Ne
1988,18.477697,77.398425,13.7,-30.3,7.02,2.07,Negativno,Ne
1989,18.482962,77.41239,1.6,-46.5,6.75,0.13,Negativno,Ne
1990,18.456873,77.387129,5.5,-56.9,7.33,4.39,Negativno,Ne
1991,18.455435,77.39785,11.0,-67.3,7.03,4.06,Negativno,Ne
1992,18.48763,77.396329,6.8,-31.0,6.28,5.35,Negativno,Ne
1993,18.467176,77.376546,10.4,-40.3,6.47,4.71,Negativno,Ne
1994,18.468686,77.395124,11.8,-58.8,7.95,0.99,Negativno,Ne
1995,18.477642,77.388864,14.3,-23.8,6.58,1.15,Negativno,Ne
1996,18.480729,77.39696,1.2,-62.8,6.6,1.88,Negativno,Ne
1997,18.498102,77.366868,8.2,-50.0,6.33,5.94,Negativno,Ne
1998,18.469773,77.381287,12.0,-30.0,6.39,2.35,Negativno,Ne
1999,18.486809,77.380456,13.8,-41.5,6.74,2.91,Negativno,Ne
2000,18.491328,77.388956,6.0,-29.0,6.55,3.26,Negativno,Ne
